channel,t_exponent,p_exponent,t_offset,p_offset,n_subjects,subjects_included
Oz,1.3987642116374808,0.16760112615673065,2.3601719888594284,0.02190907927581687,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P1,-0.38505449034507305,0.70170955950885,0.09123506403512392,0.9276434163537954,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P2,-0.7765036256330528,0.4408397611704562,0.04690698780435557,0.9627604079109685,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P3,-0.19898117590079892,0.8430247889405953,0.6424959301601602,0.5232698402576181,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P4,-0.18493685019866393,0.8539714093766939,1.2702808892846327,0.2094306881202203,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P5,0.45508620980436887,0.650871681726434,1.0379401446618373,0.3039233976614086,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P6,0.4917088176189723,0.6249180845836393,0.49080220651043505,0.6255550186322549,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P7,0.8180137736666875,0.4169443361643329,0.4996482104012348,0.6193526541566969,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
P8,1.0184159630050844,0.31310683589512195,1.1662107597988172,0.24875035246421529,54,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
PO3,1.5829169335503186,0.11928024854525889,1.5486475506571677,0.12730778135349977,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
PO4,1.7693518022797852,0.08248187634949082,2.08766836478297,0.041560206907258625,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
PO7,0.2438830974074985,0.8082455703626332,0.36111590344015887,0.7194218070439714,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
PO8,0.6726355034724855,0.5040474772489809,2.6322169925382863,0.011037270602236228,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
POz,0.011274561994035707,0.9910467249065029,1.1448062595660031,0.25743303701383713,54,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
Pz,-0.24331262522035169,0.8086851596594562,-0.5097786874975625,0.6122837671130336,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
T7,1.3286690868417501,0.18975855311572631,1.2187324171852822,0.22844597208851053,53,"sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-71"
T8,0.21595156814539473,0.8298544817622233,1.1019241696377298,0.2754736159536546,54,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
TP10,-0.6183726790518401,0.5389782378224545,1.2263545679200394,0.225485978755703,54,"sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
TP7,0.8355688856877327,0.407079423014693,0.5647067281390938,0.574611712392938,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
TP8,1.0672438490342968,0.2906099442055121,1.528664923927229,0.13218460350044606,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
TP9,1.3548095737182257,0.1811194389921211,1.4297409636786225,0.1585517798637119,55,"sub-07,sub-13,sub-14,sub-15,sub-17,sub-18,sub-19,sub-20,sub-21,sub-22,sub-23,sub-24,sub-25,sub-27,sub-28,sub-29,sub-30,sub-31,sub-32,sub-33,sub-34,sub-35,sub-36,sub-37,sub-38,sub-39,sub-41,sub-42,sub-43,sub-44,sub-45,sub-46,sub-47,sub-48,sub-49,sub-50,sub-51,sub-52,sub-53,sub-54,sub-55,sub-56,sub-57,sub-59,sub-60,sub-61,sub-62,sub-63,sub-64,sub-65,sub-66,sub-67,sub-68,sub-70,sub-71"
