channel,n_subjects,t_delta,p_delta,mean_diff_delta,sem_delta,cohen_d_delta,t_theta,p_theta,mean_diff_theta,sem_theta,cohen_d_theta,t_alpha,p_alpha,mean_diff_alpha,sem_alpha,cohen_d_alpha,t_beta,p_beta,mean_diff_beta,sem_beta,cohen_d_beta,t_gamma,p_gamma,mean_diff_gamma,sem_gamma,cohen_d_gamma,t_exponent,p_exponent,mean_diff_exponent,t_offset,p_offset,mean_diff_offset,collinearity_r,any_band_sig,n_sig_bands,offset_only_sig
P4,55,1.7121302411102883,0.09261056613549494,0.0490960936673314,0.028675443309437356,0.23086359461514283,2.118851272725965,0.038718822327879134,0.05124552773249805,0.024185523727943935,0.2857058473303823,2.196537621257023,0.03236634081430468,0.052499697013746495,0.0239011144201128,0.29618107242936437,2.048933487219169,0.0453410707822055,0.0542014986869538,0.026453517903363744,0.276278135055899,1.825224799698485,0.07349981381891844,0.05557545664418374,0.030448554421003065,0.24611326178424345,-0.1849368496721635,0.8539714097876224,-0.005653262790154259,1.2702808896502424,0.20943068799101072,0.04684643422359219,0.7642912658627347,True,3,False
P5,55,0.9946059534021554,0.32436403229084,0.03562067869766779,0.03581386032913182,0.134112639397771,0.8487482124315979,0.39976830893404713,0.03037815194620893,0.035791712431626654,0.11444518561746121,0.7294240455197959,0.4688945406064394,0.02731919977160825,0.0374531110393273,0.09835551823336561,0.5598872349805731,0.5778716251419094,0.02316846030857821,0.04138058319794004,0.07549517936376546,0.4341368874103518,0.6659187717709905,0.019817340372922584,0.04564767691391995,0.05853900595645585,0.45508621219360673,0.6508716800184972,0.01378845803679643,1.037940146856929,0.3039233966487604,0.041107657808404564,0.4516034462025985,False,0,False
P6,55,0.4107550099319871,0.6828776061071142,0.01493588966065302,0.03636203892711158,0.05538619424044666,0.27064853718963683,0.7876931751544467,0.009023103787794863,0.033338823410941236,0.03649424130982616,0.16636923441895496,0.8684877639922635,0.005573063366218633,0.03349816079687193,0.022433222992674865,0.02478697916000544,0.9803162490006787,0.0008916502190014083,0.03597252465682117,0.0033422755881109835,-0.07299905042769908,0.9420765982168479,-0.0028879117275898768,0.039560949227006315,-0.009843189951660399,0.4917088176189721,0.6249180845836394,0.01555131785751586,0.49080220651043505,0.6255550186322549,0.021124381223734383,0.6356792925812991,False,0,False
P7,55,0.2801220824067537,0.7804541587070483,0.010740011099988903,0.038340465727345896,0.03777165388631006,0.004590871627347132,0.9963539455600261,0.0001715952457817335,0.03737748726397977,0.0006190330039487674,-0.15433927227181585,0.8779176308646603,-0.005994950046584984,0.038842674053995344,-0.02081110322766702,-0.3346410716641624,0.7391922216595432,-0.01436243061987209,0.04291891174161035,-0.04512299289810605,-0.4438479685948957,0.6589260010186889,-0.021117957245936448,0.04757925853032574,-0.05984844787625363,0.8180137736666867,0.416944336164333,0.027796168799826167,0.4996482104012325,0.6193526541566983,0.02180121875324129,0.5226234090409202,False,0,False
P8,54,0.969340913154569,0.3367780825175638,0.029776796309006776,0.030718600551072197,0.13191059022401092,0.520625904382888,0.6047957130707478,0.015078222813440182,0.028961722201112535,0.07084821181183888,0.2087525855530195,0.8354416200230631,0.00650177952771256,0.031145863465538836,0.028407628727310508,-0.13849956984466053,0.8903705090216154,-0.0051357288629341686,0.03708118998993529,-0.01884740420635435,-0.3340324244290943,0.7396732330455966,-0.01453132854260956,0.04350274847552756,-0.045456055410892426,1.0184159630050844,0.31310683589512195,0.03865896607737778,1.1662107597988172,0.24875035246421529,0.04516074560509055,0.6702384946690375,False,0,False
PO3,55,1.3453142012598804,0.1841462152705811,0.04671840501151624,0.034726761204010685,0.18140212989185153,0.9605548613833157,0.3410574895060452,0.029167734080362252,0.030365505660298435,0.129521191086606,0.641687738259429,0.5237905630620502,0.01892712577147419,0.02949585077441843,0.08652515697577118,0.16470403133264433,0.8697919445039933,0.005031486151453344,0.030548652092743905,0.02220868705432207,-0.18683200565693003,0.8524925232485108,-0.006187226890909191,0.03311652556077825,-0.025192422503526782,1.5829169335503177,0.1192802485452591,0.046160315650177634,1.5486475506571653,0.12730778135350035,0.06508744142165193,0.7126164563485374,False,0,False
PO4,55,1.980312828720638,0.052772996953066885,0.07153803485101752,0.036124613148738716,0.2670253273515296,1.521090529559656,0.13407159859860224,0.04410054080588372,0.028992712760265812,0.20510380516465201,0.9983115740985561,0.3225809135140091,0.02809108848375572,0.028138598422162025,0.13461230519054185,0.20264247914988723,0.8401760697493341,0.006367615300124738,0.03142290464880686,0.027324306314412874,-0.3023272323732409,0.7635640665449999,-0.011170937698866013,0.036949822915968177,-0.04076579569698633,1.769351807451623,0.08248187547750377,0.07216381588723574,2.087668370026831,0.04156020641456766,0.10025490437099135,0.8112425494843248,False,0,True
PO7,55,0.3333999597485295,0.7401235229987351,0.01146891370905446,0.034399865308037264,0.04495564140154181,0.24360553044873853,0.8084594476352088,0.007924633637670037,0.03253059823014815,0.032847763024764935,0.17046471646123734,0.8652817704541629,0.0058565882569306445,0.034356601052173745,0.02298545767860035,0.07683751976437869,0.939036790867376,0.00305042553086885,0.03969968760343829,0.010360769051432154,0.017173191147606924,0.9863617447006,0.0007848562418881241,0.04570241110939323,0.002315632621954311,0.2438830974074985,0.8082455703626332,0.009321870798530705,0.36111590344015887,0.7194218070439714,0.015178459055461441,0.6371595896678797,False,0,False
PO8,55,2.7272935676222065,0.008595557405094382,0.1637591468420224,0.06004456168053662,0.36774818963755534,2.6859430764605565,0.009589164177206514,0.1542478761403423,0.05742782767518843,0.36217249054676093,2.587195340807703,0.012401646804085505,0.1486981625050181,0.05747465611104404,0.3488573485876188,2.3765644011601204,0.021049449878727425,0.14116767033651634,0.05939989266337798,0.3204558784794381,2.165108241810234,0.03481664732745734,0.13508789041875993,0.062393134814273186,0.29194313576929837,0.6726355034724856,0.5040474772489808,0.025015753502875996,2.6322169925382872,0.01103727060223621,0.17371391600789426,0.49608432369269834,True,5,True
POz,54,1.421040036746772,0.1611623439031262,0.04524744608019771,0.03184107759819632,0.19337905522752488,1.6051162593098391,0.11441105074009068,0.045108822965400114,0.02810314997668506,0.21842865628633082,1.5932516179240799,0.11705083985135585,0.045027938022210674,0.028261661570367417,0.21681408309876313,1.438204306505838,0.15625507458855392,0.04491818399321722,0.031232130087516796,0.19571481648959138,1.2647371434475791,0.2114986794457414,0.044829573537693825,0.035445763390400425,0.17210892556620794,0.011274562664595844,0.9910467243740255,0.00036459499244052276,1.144806259285211,0.25743303712914134,0.04539253301465133,0.7093946451703942,False,0,False
Pz,55,-0.53823938566649,0.592623529537921,-0.018056774602515254,0.033547850795340714,-0.0725761839577295,-0.5244780598614923,0.6020925465595022,-0.015300481408349336,0.029172776860084456,-0.07072060716472126,-0.48124232781635745,0.6322886713072224,-0.01369221702366397,0.02845181363366884,-0.06489070224505573,-0.38519558805341625,0.7016056415791266,-0.01150993823423799,0.029880763412694824,-0.05193976249741218,-0.296962852618316,0.7676341844646398,-0.009748064712293182,0.03282587241584149,-0.04004246287839214,-0.24331262522035138,0.8086851596594564,-0.007249373221470323,-0.5097786874975615,0.6122837671130343,-0.020941590245134183,0.7213334737720296,False,0,False
T7,53,0.7070027353646811,0.48272117495067934,0.029048333482572027,0.041086592780420476,0.09711429444295831,0.13770588416440946,0.8910047151201765,0.006316521434092772,0.04586965526143653,0.018915357907876126,-0.13579896282165127,0.8925045611563889,-0.006947221260012633,0.05115813195964258,-0.018653422116829074,-0.4139066149181729,0.68064476372498,-0.024944998631304643,0.06026721422714189,-0.056854446047253086,-0.5746303998839061,0.568019115650103,-0.03947559277811455,0.06869736231513317,-0.07893155579011403,1.3286690868417501,0.18975855311572631,0.05978732229522376,1.2187324171852822,0.22844597208851053,0.05284010103521124,0.3299540926396318,False,0,False
T8,54,1.1300659089575862,0.2635368502002348,0.041852669919978505,0.03703560083374688,0.15378249181447534,0.9456551664093841,0.3486159976865151,0.0381827729841607,0.0403770574522838,0.12868736835165032,0.7963965171173759,0.4293545825168037,0.03604143165304453,0.045255636957704834,0.10837583888151445,0.6122212167773353,0.5430091778799735,0.033135812519577236,0.05412392058870564,0.08331275504501774,0.49271135556885365,0.6242516693495089,0.030789946610547778,0.062490840250677054,0.06704952286770569,0.21595156814539473,0.8298544817622233,0.009652257832506814,1.1019241696377298,0.2754736159536546,0.04569368948555114,0.45030546462386345,False,0,False
TP10,54,1.6103607490622531,0.11325965141991746,0.07490559674875098,0.04651479290734706,0.21914234094492355,1.9235278195592367,0.05979241351674029,0.08363362738509642,0.04347929181718853,0.26175898133158015,2.027469650513647,0.04765598056617201,0.08872632973279647,0.04376210006907783,0.275903672929854,2.0551513220146638,0.04480720990470463,0.09563669622481916,0.04653511164864811,0.2796706712856782,2.0044110748349997,0.050147228176941075,0.10121581462537559,0.05049653531459734,0.2727657982294076,-0.6183726790518397,0.5389782378224546,-0.02295574059581841,1.2263545679200394,0.225485978755703,0.065770589136978,0.5874792754469899,True,2,False
TP7,55,0.22866284682104765,0.8199947354881117,0.007355289335170635,0.03216652568367134,0.030832891975440743,-0.19269724769739385,0.8479189764792849,-0.006541502590593689,0.033947047343749676,-0.025983291578925653,-0.38124215803949746,0.7045194928243451,-0.014650115840771702,0.03842732376741483,-0.05140668210308376,-0.5447172445132181,0.5881906126895253,-0.025652818428743014,0.047093824708390554,-0.07344965826643358,-0.6233849262930289,0.5356558986533133,-0.034535904519077384,0.05540060893747598,-0.08405720631368367,0.8355688856877327,0.407079423014693,0.036550186846671384,0.5647067281390938,0.574611712392938,0.021900071005899625,0.5720240912330092,False,0,False
TP8,55,1.4553665004851433,0.1513569742828045,0.06002501779428571,0.04124391881651563,0.19624157889213872,1.2171405238897093,0.22884334387261732,0.04538078377488323,0.03728475297975979,0.16411919476097606,0.9906233476274606,0.32628777644552587,0.0368360469289431,0.03718471507578061,0.1335756249446621,0.6355031470318236,0.5277843564268374,0.025241561496271717,0.03971901888159762,0.0856912268647626,0.36364249970365053,0.7175448384560248,0.01588069661347934,0.04367117877151672,0.049033544657198155,1.0672438490342968,0.2906099442055121,0.03851604690455307,1.528664923927229,0.13218460350044606,0.07535209383349614,0.6603674801584842,False,0,False
TP9,55,1.1061981962850225,0.27354460540610614,0.041840126006783024,0.037823354031217844,0.14915973435848975,0.5699504392182103,0.5710750499265371,0.021266673312269,0.03731319751492791,0.07685210154635637,0.23279992788124204,0.8167969101003477,0.009262307699557581,0.03978655742660947,0.031390735871797214,-0.15359612504143097,0.8785007570262848,-0.007026601454055058,0.04574725730977722,-0.02071089727556394,-0.3872167169379438,0.7001177182722276,-0.02017753243417353,0.05210914599383689,-0.05221229146060598,1.3548095737182257,0.1811194389921211,0.054110584952453876,1.4297409636786234,0.1585517798637117,0.06337289265201139,0.5583434593786893,False,0,False
