subject,session,condition,channel,aperiodic_exponent,aperiodic_offset,n_peaks
sub-11,ses-1,SD,FC6,0.8326953766061697,-11.408677778544074,2
sub-11,ses-1,SD,FT8,0.5954481371383111,-11.238418320989592,2
sub-11,ses-1,SD,C2,0.8480704245567631,-12.274996959195914,2
sub-11,ses-1,SD,C4,0.987128390831501,-11.51698776171907,2
sub-11,ses-1,SD,C6,0.8468276108506587,-11.418370652331904,2
sub-11,ses-1,SD,T8,0.953455557426534,-11.089065000060797,2
sub-11,ses-1,SD,CPz,1.0914357868370175,-12.04631412583054,2
sub-11,ses-1,SD,CP2,1.0548459049851306,-11.784469968159481,2
sub-11,ses-1,SD,CP4,1.0124964893476973,-11.50308172100799,2
sub-11,ses-1,SD,CP6,0.9251756327416959,-11.252927356599624,2
sub-11,ses-1,SD,TP8,0.745837568815261,-11.16531471619301,2
sub-11,ses-1,SD,TP10,0.9721692288513158,-11.146582573610623,2
sub-11,ses-1,SD,P2,1.1273282530641626,-11.321901514749642,2
sub-11,ses-1,SD,P4,1.0938215103998992,-11.048044371178424,2
sub-11,ses-1,SD,P6,0.9972672586890685,-11.023488681267615,2
sub-11,ses-1,SD,P8,1.0097695388735337,-10.78672987316068,2
sub-11,ses-1,SD,POz,1.0813247021793577,-11.157920038380293,2
sub-11,ses-1,SD,PO4,0.992751536538061,-11.065644073842362,2
sub-11,ses-1,SD,PO8,0.6699737681106603,-11.018361751391758,2
sub-11,ses-1,SD,O2,0.6060306810273081,-11.167966734964233,2
sub-13,ses-1,SD,Fp1,1.0654928956810044,-11.414734052751827,3
sub-13,ses-1,SD,AF3,1.0483040985250314,-11.602783473960981,3
sub-13,ses-1,SD,AF7,1.1760535413238578,-10.966977872856605,2
sub-13,ses-1,SD,Fz,1.0801831624579195,-11.860935168285877,3
sub-13,ses-1,SD,F1,1.0734704617299666,-11.723870490725208,3
sub-13,ses-1,SD,F3,0.9351488011716032,-11.617052852154995,4
sub-13,ses-1,SD,F5,0.8222885253785929,-11.360448609698679,6
sub-13,ses-1,SD,F7,0.8218948881990609,-11.177895852044418,4
sub-13,ses-1,SD,FC1,1.2554790481374722,-11.586325536141302,2
sub-13,ses-1,SD,FC3,0.7021380340505249,-11.900337087171312,2
sub-13,ses-1,SD,FC5,0.5152420557843673,-11.656108443284445,6
sub-13,ses-1,SD,FT7,0.7047058881631317,-11.232346467503266,3
sub-13,ses-1,SD,Cz,0.8618963172811603,-40.15943153710282,3
sub-13,ses-1,SD,C1,1.004446617268922,-12.070739756942016,2
sub-13,ses-1,SD,C3,0.7944939083628559,-11.897077756381911,5
sub-13,ses-1,SD,C5,0.6824901722146712,-11.620997545459836,4
sub-13,ses-1,SD,T7,0.7017922740513588,-11.359264746187225,5
sub-13,ses-1,SD,CP1,0.9676143887657868,-12.043989110988607,3
sub-13,ses-1,SD,CP3,0.882030619116067,-11.87227183975308,1
sub-13,ses-1,SD,CP5,0.9622732637078204,-11.507749671236851,1
sub-13,ses-1,SD,TP7,0.8555873599959016,-11.37898912287076,1
sub-13,ses-1,SD,TP9,0.5512806998399236,-11.419589865769467,2
sub-13,ses-1,SD,Pz,0.9312060190500336,-11.874803039767585,1
sub-13,ses-1,SD,P1,0.8949507320751271,-11.912858209344213,1
sub-13,ses-1,SD,P3,0.9738505963656658,-11.669388657772247,1
sub-13,ses-1,SD,P5,0.9845659118764363,-11.537383248951683,2
sub-13,ses-1,SD,P7,0.8927506498484828,-11.491366517096209,1
sub-13,ses-1,SD,PO3,0.910748176636997,-11.586959520322413,2
sub-13,ses-1,SD,PO7,0.8346873061714908,-11.51397357432994,2
sub-13,ses-1,SD,Oz,0.8439839344519742,-11.575904148400191,2
sub-13,ses-1,SD,O1,0.6396376875747452,-11.608137502587185,3
sub-13,ses-1,SD,Fpz,1.1035268087417602,-11.430839587719408,3
sub-13,ses-1,SD,Fp2,1.1308500274704725,-11.316620255138258,3
sub-13,ses-1,SD,AF4,1.072120436765708,-11.529284042977485,3
sub-13,ses-1,SD,AF8,1.1742122193002962,-10.928072175673472,3
sub-13,ses-1,SD,F2,1.0777523056881408,-11.712516785226441,4
sub-13,ses-1,SD,F4,1.0633942688745002,-11.470712465391516,1
sub-13,ses-1,SD,F6,1.011104995435925,-11.278268426897947,4
sub-13,ses-1,SD,F8,0.9383550370988298,-11.095595998167115,5
sub-13,ses-1,SD,FC2,0.9918903166583387,-12.074033961282346,3
sub-13,ses-1,SD,FC4,0.7202946264604773,-11.795495752260717,3
sub-13,ses-1,SD,FC6,0.5779038180827979,-11.594750294070623,5
sub-13,ses-1,SD,FT8,1.151934835418505,-11.253781392131884,4
sub-13,ses-1,SD,C2,0.9218688408066558,-12.130345016089207,2
sub-13,ses-1,SD,C4,0.7764452821904536,-11.706220130884548,5
sub-13,ses-1,SD,C6,0.4467223111539617,-11.739509656620363,4
sub-13,ses-1,SD,T8,1.0668222696760972,-11.398166286071966,1
sub-13,ses-1,SD,CPz,1.2445164863066343,-11.784081160040012,2
sub-13,ses-1,SD,CP2,0.9390319447721571,-12.001176391519472,1
sub-13,ses-1,SD,CP4,0.8398302441463055,-11.84435506136527,3
sub-13,ses-1,SD,CP6,0.7828509805470989,-11.659088929467792,3
sub-13,ses-1,SD,TP8,0.9719629048170976,-11.383529249790099,1
sub-13,ses-1,SD,TP10,1.07276966988665,-11.180860766098705,1
sub-13,ses-1,SD,P2,1.0150584554278304,-11.72875267033159,1
sub-13,ses-1,SD,P4,1.0130523225360117,-11.582396647143776,1
sub-13,ses-1,SD,P6,0.9844043621402945,-11.586182442024816,1
sub-13,ses-1,SD,P8,0.9743675191568791,-11.510240041045956,1
sub-13,ses-1,SD,POz,1.0254921279188516,-11.50354213656777,1
sub-13,ses-1,SD,PO4,1.0917538671031337,-11.43818937870972,2
sub-13,ses-1,SD,PO8,0.9802398518688764,-11.502239890554884,1
sub-13,ses-1,SD,O2,0.9280307494457107,-11.573435001218902,2
sub-14,ses-1,SD,Fp1,0.8965380015472652,-11.517112370990079,1
sub-14,ses-1,SD,AF3,0.6774287845904801,-12.074176855903113,0
sub-14,ses-1,SD,AF7,1.1038545604132144,-11.091379850094807,0
sub-14,ses-1,SD,Fz,0.7321836776549258,-12.356503369856174,1
sub-14,ses-1,SD,F1,0.42133123924042165,-13.4523635872565,1
sub-14,ses-1,SD,F3,0.7035799478602387,-12.145360377736544,3
sub-14,ses-1,SD,F5,0.7405026647259958,-12.15941942601338,1
sub-14,ses-1,SD,F7,0.9429985234454559,-11.297638971287272,0
sub-14,ses-1,SD,FC1,0.6644204216527724,-12.92265479207248,1
sub-14,ses-1,SD,FC3,0.7325901006900493,-12.414632741539933,1
sub-14,ses-1,SD,FC5,0.6814254049924953,-11.799103430009621,0
sub-14,ses-1,SD,FT7,0.9918949028421076,-11.346619548581904,0
sub-14,ses-1,SD,Cz,0.0,-12.0,0
sub-14,ses-1,SD,C1,0.6912636575745602,-12.33254267878485,1
sub-14,ses-1,SD,C3,0.578302327634349,-12.581503085980248,1
sub-14,ses-1,SD,C5,0.6995315777688083,-12.138580712413455,2
sub-14,ses-1,SD,T7,0.9035279737849395,-11.434907974061796,0
sub-14,ses-1,SD,CP1,0.5870739565954279,-12.763753659996599,2
sub-14,ses-1,SD,CP3,0.621194959170052,-12.069504010921815,1
sub-14,ses-1,SD,CP5,0.8377495315992767,-11.676231023172956,0
sub-14,ses-1,SD,TP7,0.5627281436828901,-11.955443669318857,2
sub-14,ses-1,SD,TP9,0.9587869752504943,-11.30394682211429,0
sub-14,ses-1,SD,Pz,0.704362831577101,-12.306501880216675,1
sub-14,ses-1,SD,P1,0.8542570525983191,-11.918855726199004,3
sub-14,ses-1,SD,P3,0.6860228044626627,-12.334222891842037,2
sub-14,ses-1,SD,P5,1.1329754267620291,-11.158320600040694,0
sub-14,ses-1,SD,P7,0.700975477156071,-12.12510347259238,2
sub-14,ses-1,SD,PO3,1.1324654049950968,-11.161915880770943,0
sub-14,ses-1,SD,PO7,0.9636158793665978,-11.488105100756036,1
sub-14,ses-1,SD,Oz,0.6541953966684148,-12.34306283362201,1
sub-14,ses-1,SD,O1,0.8757067478021288,-11.865516622774209,1
sub-14,ses-1,SD,Fpz,0.5320676493627122,-12.059011527198804,1
sub-14,ses-1,SD,Fp2,0.923348427988596,-11.497368849984664,2
sub-14,ses-1,SD,AF4,0.28466612756777915,-12.522767138020606,2
sub-14,ses-1,SD,AF8,0.650241351035403,-11.629135761686303,0
sub-14,ses-1,SD,F2,0.7217228184675992,-12.905863713079672,0
sub-14,ses-1,SD,F4,0.39420506234059316,-12.011745463314293,0
sub-14,ses-1,SD,F6,0.9460750319740026,-11.561715094096698,1
sub-14,ses-1,SD,F8,0.6323172235327768,-11.515204214837862,0
sub-14,ses-1,SD,FC2,0.7411054397100386,-12.760466120575124,3
sub-14,ses-1,SD,FC4,0.673402801129681,-11.99699755024264,1
sub-14,ses-1,SD,FC6,0.7855909447297867,-12.16472716123451,2
sub-14,ses-1,SD,FT8,0.56738733349205,-11.715014537535609,0
sub-14,ses-1,SD,C2,0.6162772205574341,-12.286387853886918,1
sub-14,ses-1,SD,C4,0.503050004181172,-12.554352916063259,1
sub-14,ses-1,SD,C6,0.5130495788967442,-12.1046215678154,1
sub-14,ses-1,SD,T8,0.5124536270395805,-11.743460088831155,0
sub-14,ses-1,SD,CPz,0.8231882576658285,-12.509071790179991,0
sub-14,ses-1,SD,CP2,0.6495354621798217,-11.800179800907916,0
sub-14,ses-1,SD,CP4,0.45142181722326946,-12.037838803354413,1
sub-14,ses-1,SD,CP6,1.0072317788792358,-11.091461029303039,0
sub-14,ses-1,SD,TP8,0.609115638109947,-12.14591498552168,1
sub-14,ses-1,SD,TP10,0.7308013728582882,-12.295139186208397,1
sub-14,ses-1,SD,P2,0.7747012518874733,-11.970812038390205,1
sub-14,ses-1,SD,P4,0.5387249566762122,-12.221338695746141,1
sub-14,ses-1,SD,P6,0.9444935257726654,-11.227380880177352,0
sub-14,ses-1,SD,P8,0.48788303656527665,-12.02586090577631,1
sub-14,ses-1,SD,POz,0.5987262253082433,-12.342258722924951,1
sub-14,ses-1,SD,PO4,0.6771712363793156,-11.672368451790419,0
sub-14,ses-1,SD,PO8,0.7501538655426974,-12.714897996291539,1
sub-14,ses-1,SD,O2,0.6609541065190423,-12.418353812757175,0
sub-15,ses-1,SD,Fp1,1.1731218947789632,-11.114761297513649,3
sub-15,ses-1,SD,AF3,1.1828233409183484,-11.226180686527794,3
sub-15,ses-1,SD,AF7,1.2710933343895692,-10.929314797569681,3
sub-15,ses-1,SD,Fz,1.220206676040413,-11.449819296650137,3
sub-15,ses-1,SD,F1,1.2239179566992586,-11.406513734410005,3
sub-15,ses-1,SD,F3,1.1602289647124462,-11.38454100988578,3
sub-15,ses-1,SD,F5,1.0979959361338953,-11.206381507541035,3
sub-15,ses-1,SD,F7,1.2081233767981765,-10.966801155412588,4
sub-15,ses-1,SD,FC1,1.2573334929810265,-11.605810738223,2
sub-15,ses-1,SD,FC3,1.0966233743262965,-11.600982196193764,3
sub-15,ses-1,SD,FC5,0.9797964363604965,-11.413397178622548,4
sub-15,ses-1,SD,FT7,0.9553689831922303,-11.241596995396513,4
sub-15,ses-1,SD,Cz,1.2331593716289728,-39.33027755519005,3
sub-15,ses-1,SD,C1,1.1041475154851519,-12.198681194419258,2
sub-15,ses-1,SD,C3,1.0720288231629362,-11.678636164679915,3
sub-15,ses-1,SD,C5,1.114658227306924,-11.419410020686104,3
sub-15,ses-1,SD,T7,0.935198698427794,-11.312726067516806,4
sub-15,ses-1,SD,CP1,1.1914081897400723,-11.699557132116118,2
sub-15,ses-1,SD,CP3,1.2373339022128325,-11.362336996502535,2
sub-15,ses-1,SD,CP5,1.2569829475181327,-11.161746086733572,2
sub-15,ses-1,SD,TP7,1.3134504768175133,-10.937855624040484,2
sub-15,ses-1,SD,TP9,1.2005056408748875,-10.894590730611617,3
sub-15,ses-1,SD,Pz,1.2806491488069613,-11.308999259613188,2
sub-15,ses-1,SD,P1,1.3487744323954147,-11.177764316918998,2
sub-15,ses-1,SD,P3,1.2972096268280466,-11.132754608833434,2
