subject,channel,aperiodic_exponent_NS,aperiodic_offset_NS,aperiodic_exponent_SD,aperiodic_offset_SD,ap_delta_NS,ap_delta_SD,diff_ap_delta,ap_theta_NS,ap_theta_SD,diff_ap_theta,ap_alpha_NS,ap_alpha_SD,diff_ap_alpha,ap_beta_NS,ap_beta_SD,diff_ap_beta,ap_gamma_NS,ap_gamma_SD,diff_ap_gamma,diff_exponent,diff_offset
sub-22,FC1,0.896128043024392,-12.264349779723688,1.201459898418721,-11.94342765757904,-12.62095498093607,-12.42153661997489,0.19941836096117882,-12.961672936906966,-12.878345179819373,0.08332775708759321,-13.16047782274808,-13.14488755599776,0.01559026675031916,-13.430239243654084,-13.506563024009196,-0.07632378035511245,-13.6480324546038,-13.798563493295715,-0.15053103869191453,0.30533185539432905,0.32092212214464766
sub-22,FC3,0.9231581046569816,-11.70152919574008,1.1918838847776638,-11.583265278694126,-12.068890739912941,-12.057563562138611,0.01132717777433001,-12.419885829180705,-12.51073121394598,-0.09084538476527548,-12.624687300397062,-12.77514916347179,-0.15046186307472809,-12.902585580639123,-13.13394196413838,-0.23135638349925713,-13.126948125023894,-13.423615097755382,-0.29666697273148834,0.26872578012068227,0.11826391704595451
sub-22,FC5,0.707525851874137,-11.517189067693437,1.1052787736098897,-11.297927306000023,-11.798741911323921,-11.737761950755361,0.06097996056855948,-12.06775119400805,-12.15800136570706,-0.09025017169900984,-12.224714919567575,-12.403206079609912,-0.17849116004233778,-12.4377014236894,-12.735928144037189,-0.2982267203477882,-12.609657126123999,-13.004552940429717,-0.39489581430571796,0.3977529217357527,0.2192617616934136
sub-22,FT7,1.18281067223234,-11.062151761968424,0.9189899359977336,-11.130744695433718,-11.53283945113394,-11.496447558534172,0.03639189259976838,-11.982557365533138,-11.845857863220338,0.13669950231279948,-12.244962434200765,-12.049734631431452,0.19522780276931329,-12.601023925734177,-12.326378167880092,0.27464575785408485,-12.888491923478849,-12.549727688687323,0.33876423479152606,-0.26382073623460633,-0.06859293346529327
sub-22,Cz,1.160056277806168,-39.39018727387281,1.0656581761996746,-38.959204969723686,-39.85182007912305,-39.38327299360201,0.4685470855210383,-40.29288651696308,-39.78844821201501,0.5044383049480672,-40.55024355167898,-40.02486314592336,0.5253804057556195,-40.89945528795695,-40.34565822208403,0.5537970658729137,-41.181393102081245,-40.6046537057942,0.5767393962870457,-0.09439810160649342,0.43098230414912564
sub-22,C1,0.6552596458943217,-12.801377176829856,0.801446349823803,-12.80180702533451,-13.06213120599948,-13.120734592733566,-0.05860338673408627,-13.311268289608465,-13.42545350456531,-0.1141852149568443,-13.456636822724178,-13.603253375158312,-0.14661655243413385,-13.653889631086528,-13.844512766370686,-0.19062313528415764,-13.813142656807555,-14.039294723358616,-0.22615206655106057,0.1461867039294813,-0.00042984850465366264
sub-22,C3,0.6488661879698091,-12.21437763075532,0.8692544089952654,-12.147015009743754,-12.472587447223018,-12.492926116797538,-0.02033866957451913,-12.719293666255696,-12.823426415004915,-0.10413274874921896,-12.86324381872513,-13.01626941873902,-0.15302560001389054,-13.058572004476186,-13.27794106970976,-0.21936906523357358,-13.216271176658882,-13.489202965083928,-0.27293178842504595,0.2203882210254563,0.06736262101156676
sub-22,C5,0.6798198987176867,-11.644783939046306,0.73923943899713,-11.829761893249607,-11.915311475437447,-12.123934842014837,-0.20862336657739,-12.173786643269155,-12.405001987038126,-0.23121534376897124,-12.324603837763993,-12.569001332246737,-0.24439749448274384,-12.529250018927266,-12.791534577362688,-0.26228455843542164,-12.694472120569728,-12.9711978881285,-0.2767257675587729,0.059419540279443295,-0.1849779542033012
sub-22,T7,0.9150666936722204,-11.487670409400677,0.7096900033579946,-11.38354459741278,-11.851812057416092,-11.665958643503519,0.18585341391257337,-12.199730701266141,-11.935790760910574,0.26393994035556645,-12.402737103072896,-12.093234600770774,0.30950250230212184,-12.6781996259013,-12.306872579404402,0.37132704649689785,-12.900595649549215,-12.4793542529927,0.4212413965565158,-0.20537669031422578,0.10412581198789717
sub-22,CP1,0.7590484900408058,-12.341335205332946,0.918197849294998,-12.336357773522485,-12.643390968042281,-12.701745433633583,-0.058354465591301974,-12.931989736960016,-13.05085457805096,-0.11886484109094297,-13.100383695373752,-13.254555622817483,-0.15417192744373054,-13.328880059039488,-13.530960717409434,-0.2020806583699457,-13.513357722917283,-13.75411773101004,-0.24076000809275833,0.15914935925419227,0.004977431810461397
sub-22,CP3,0.7855638608193584,-12.030818669317055,0.815032553995699,-12.198728477539523,-12.34342595890395,-12.523062539144565,-0.17963658024061502,-12.642106169869841,-12.832947078534652,-0.19084090866481063,-12.816382530136414,-13.013761031535223,-0.1973785013988092,-13.052860815752645,-13.259110277730551,-0.20624946197790628,-13.243782723604653,-13.457194199269473,-0.21341147566482022,0.0294686931763406,-0.16790980822246837
sub-22,CP5,0.9195076315394912,-11.677995715566022,0.8790262509351043,-11.835723754679965,-12.04390459043485,-12.185523468600028,-0.14161887816517726,-12.393511728785779,-12.519739130965162,-0.12622740217938322,-12.597503347105512,-12.71475000561507,-0.11724665850955773,-12.874302725440844,-12.979363274122589,-0.1050605486817453,-13.097778065962357,-13.193000098893886,-0.0952220329315292,-0.040481380604386885,-0.15772803911394284
sub-22,TP7,1.02108628885073,-11.422736686702756,0.8609756544944436,-11.323653974373672,-11.829067773342913,-11.666270633789605,0.16279713955330877,-12.217296259121545,-11.9936232564684,0.22367300265314505,-12.443822975553486,-12.184629628868116,0.25919334668537,-12.751200576658771,-12.443809126407372,0.3073914502513997,-12.999363395841383,-12.653058969442107,0.3463044263992767,-0.16011063435628636,0.09908271232908383
sub-22,TP9,1.0437678833435111,-11.290975675271856,1.0467206269905416,-11.332259316707834,-11.706332675821168,-11.74879133208965,-0.042458656268483,-12.103184958805898,-12.146766281402876,-0.04358132259697811,-12.334743558615367,-12.378979943698376,-0.044236385083008756,-12.648949000012466,-12.694074249502737,-0.04512524949027075,-12.902624309661698,-12.948467188206214,-0.04584287854451574,0.0029527436470304647,-0.04128364143597807
sub-22,Pz,0.9005904478234295,-11.88516818126074,1.050613244612472,-11.811125993893928,-12.24354915187755,-12.229207037565972,0.014342114311578058,-12.585963764318107,-12.62866200385874,-0.04269823954063234,-12.78575862908417,-12.8617392385064,-0.07598060942223128,-13.056863367687479,-13.178005338976613,-0.12114197128913418,-13.275741112792002,-13.433344331871206,-0.1576032190792045,0.15002279678904262,0.07404218736681223
sub-22,P1,0.8384014022155521,-11.925903948888536,0.9641322993043958,-11.905907211972714,-12.259537410156842,-12.289574027518897,-0.03003661736205565,-12.578307048345968,-12.656147966211687,-0.07784091786571956,-12.764305351104088,-12.87003951127711,-0.10573416017302151,-13.016689321577712,-13.160272253156217,-0.14358293157850532,-13.220452762388032,-13.394593085854588,-0.17414032346655617,0.12573089708884366,0.0199967369158216
sub-22,P3,0.7440157138313854,-11.847751230287,0.8606560582327695,-11.888709784334926,-12.143824849901195,-12.231199263611716,-0.08737441371052057,-12.426707988309973,-12.558430372199014,-0.13172238388904134,-12.591766944118387,-12.749365842567697,-0.15759889844930974,-12.815737991226982,-13.008449132045685,-0.19271114081870344,-12.996562118508502,-13.217621301028615,-0.22105918252011314,0.11664034440138404,-0.04095855404792559
sub-22,P5,0.7618030158383684,-11.66539463278509,0.7952292272003055,-11.774881173424314,-11.968546531514194,-12.091334698992661,-0.12278816747846655,-12.258192602105746,-12.39368979091185,-0.13549718880610406,-12.427197648623459,-12.57011040062462,-0.14291275200116083,-12.65652320717809,-12.809498251440598,-0.15297504426250796,-12.841670325630782,-13.00276921107767,-0.16109888544688822,0.03342621136193713,-0.10948654063922447
sub-22,P7,0.8323173877964515,-11.486921163410807,0.8220972264242113,-11.60373342044847,-11.818133551928415,-11.930878797860979,-0.11274524593256352,-12.134589979440664,-12.243449405127397,-0.10885942568673279,-12.319238551207258,-12.425830646872683,-0.10659209566542494,-12.56979105084668,-12.673306571378534,-0.10351552053185387,-12.772075844664403,-12.873107477119088,-0.10103163245468494,-0.010220161372240133,-0.11681225703766351
sub-22,PO3,0.8652004861564555,-11.334198608648776,0.9777677807154456,-11.321014726728505,-11.678496497612928,-11.710107645865648,-0.031611148252720156,-12.007455448783958,-12.08186594787707,-0.07441049909311204,-12.199399094805232,-12.298782507443951,-0.09938341263871919,-12.459850393401384,-12.593119938233102,-0.13326954483171782,-12.670127031279282,-12.830754711726513,-0.16062768044723086,0.11256729455899006,0.013183881920271645
sub-22,PO7,0.6811874739588109,-11.72806955629244,0.7397335714987003,-11.349028778468552,-11.999141305586893,-11.643398362325742,0.3557429432611503,-12.258136440899163,-11.924653382081024,0.333483058818139,-12.40925703025125,-12.088762349967253,0.3204946802839981,-12.61431489258343,-12.311444343788008,0.30287054879542197,-12.779869367043926,-12.491227747552795,0.28864161949113054,0.058546097539889486,0.3790407778238869
sub-22,Oz,0.9180742788876122,-11.365774817332069,0.7426924962715278,-11.338250443204672,-11.73111330383418,-11.633797501611621,0.09731580222255864,-12.080175465393527,-11.916177537828911,0.1639979275646155,-12.283849096219681,-12.080942939476198,0.20290615674348267,-12.560216992412432,-12.304515658408489,0.2557013340039429,-12.783343973702353,-12.485018193476273,0.2983257802260795,-0.1753817826160844,0.027524374127397166
sub-22,O1,0.8882378075101587,-11.39149100532492,0.5891863075913673,-11.416790593739655,-11.744956366148344,-11.65125139809201,0.09370496805633444,-12.082674365876976,-11.8752666557008,0.20740771017617554,-12.279728812835078,-12.005976901331023,0.2737519115040552,-12.547115036178445,-12.18333965295053,0.3637753832279156,-12.762990619685107,-12.326534343460217,0.4364562762248898,-0.29905149991879143,-0.025299588414736007
sub-22,Fpz,0.9564501952544844,-11.44364879990345,1.0811883514744614,-11.34690043843528,-11.82425859889739,-11.777148540397134,0.04711005850025707,-12.187911715270406,-12.188228506035363,-0.00031679076495727543,-12.400098995157935,-12.428088789909742,-0.027989794751807295,-12.688019193288206,-12.753558914666046,-0.06553972137784037,-12.92047298240848,-13.01632882187075,-0.09585583946227061,0.12473815621997697,0.09674836146816901
sub-22,Fp2,1.178446938767425,-11.151906961822396,0.970117782716796,-11.461518564024765,-11.620858146855042,-11.847567242891984,-0.22670909603694156,-12.068916920735045,-12.216416929665247,-0.14750000893020143,-12.330353900589822,-12.431636346741561,-0.10128244615173898,-12.685101777457211,-12.723670898666349,-0.03856912120913769,-12.971509221935584,-12.959446431573713,0.012062790361870412,-0.20832915605062896,-0.3096116022023683
sub-22,AF4,0.8977204789835731,-11.637209827885476,1.0505893355860048,-11.519834799697456,-11.994448723077264,-11.937906329011302,0.0565423940659624,-12.335772141101547,-12.337352204823427,-0.0015800637218799096,-12.534930306869049,-12.57042413528346,-0.03549382841441151,-12.80517109876494,-12.886683038419541,-0.08151193965460024,-13.023351332242834,-13.142016220510994,-0.11866488826816024,0.15286885660243166,0.11737502818801993
sub-22,AF8,1.0922587374725856,-11.117486128866924,1.1370782904466012,-11.165067303445948,-11.552139580328873,-11.617556248207054,-0.06541666787818023,-11.967428631173677,-12.049886196941067,-0.08245756576739005,-12.20974486633951,-12.302145593892549,-0.09240072755303963,-12.538547509344827,-12.644440266735296,-0.10589275739046933,-12.80400794156072,-12.920793555648986,-0.1167856140882666,0.04481955297401563,-0.04758117457902422
sub-22,F2,0.8928627539059482,-11.934895281955107,1.055795703092654,-11.79441693924841,-12.29020109398738,-12.214560290493,0.07564080349437852,-12.629677550328005,-12.615985685759638,0.013691864568366796,-12.827758035861056,-12.850212642341065,-0.022454606480009076,-13.096536506797893,-13.168038818265096,-0.07150231146720287,-13.313536128251865,-13.424637345756109,-0.11110121750424362,0.16293294918670576,0.14047834270669668
sub-22,F4,1.0113664649372645,-11.50813938123586,1.0723674555599196,-11.556530569640476,-11.910602561063603,-11.9832684842056,-0.07266592314199727,-12.295135460522879,-12.390994646055153,-0.0958591855322748,-12.519505846173125,-12.628898025200396,-0.10939217902727094,-12.823957488727885,-12.951712795697793,-0.12775530696990778,-13.069758020872994,-13.212338889571761,-0.14258086869876685,0.06100099062265518,-0.04839118840461509
sub-22,F6,0.923219094055526,-11.390012524099978,1.0643450984774927,-11.406983635144664,-11.757398338394625,-11.83052913286284,-0.07313079446821469,-12.10841661651734,-12.235205104364628,-0.12678848784728736,-12.313231618155504,-12.471328733622157,-0.15809711546665284,-12.591148258035943,-12.791728534001816,-0.2005802759658728,-12.815525625165128,-13.050404889864609,-0.23487926469948128,0.14112600442196666,-0.016971111044686182
sub-22,F8,0.9663513120210367,-11.213854464585552,1.109962514948392,-11.154085590040554,-11.598404314071438,-11.595784082864753,0.002620231206684309,-11.965821946344596,-12.01780430892662,-0.05198236258202371,-12.180205776606588,-12.264048104988946,-0.08384232838235839,-12.471106507874165,-12.598180116051042,-0.12707360817687707,-12.705966645093197,-12.86794323979903,-0.16197659470583403,0.1436112029273553,0.05976887454499824
sub-22,FC2,0.7524605278755278,-12.482347476141497,0.9912925362561864,-12.262278194669744,-12.78178162512965,-12.656753155144056,0.12502846998559392,-13.067875576772176,-13.033653721253469,0.034221855518707045,-13.234808004017024,-13.25357073092593,-0.018762726908905236,-13.461321193460712,-13.551979518816866,-0.09065832535615392,-13.644197731869038,-13.792901322505859,-0.1487035906368206,0.23883200838065866,0.2200692814717531
sub-22,FC4,0.9269279319563608,-11.826703286214912,1.015659999311107,-11.748973553344118,-12.19556499549598,-12.153145302277823,0.042419693218157306,-12.547993415482278,-12.539310651772707,0.008682763709570551,-12.753631218171272,-12.764633552655226,-0.011002334483954712,-13.032664329508918,-13.070377677843927,-0.037713348335008945,-13.257943085364415,-13.317221702205222,-0.05927861684080682,0.08873206735474626,0.0777297328707931
sub-22,FC6,0.9437356428276203,-11.506068674783496,0.8415702508594896,-11.61726533617287,-11.88161884467443,-11.952159809098024,-0.07054096442359459,-12.24043774528142,-12.27213427916486,-0.03169653388343896,-12.449804317611116,-12.458835587032361,-0.009031269421244659,-12.73389705407946,-12.712173475999528,0.021723578079932082,-12.96326072318799,-12.916707067600854,0.04655365558713598,-0.10216539196813079,-0.1111966613893749
sub-22,FT8,1.1700857096765709,-11.122955311462489,1.2307919519407766,-10.94842619877017,-11.58857922891821,-11.438207558798956,0.15037167011925412,-12.033458969503345,-11.90616849513501,0.12729047436833518,-12.293041021139059,-12.179218150710946,0.11382287042811257,-12.645271917249485,-12.549723446666942,0.09554847058254268,-12.929647264924997,-12.848852721005423,0.08079454391957341,0.060706242264205734,0.1745291126923192
sub-22,C2,0.8130296206745975,-12.671134966316144,0.901555972075384,-12.566854076275195,-12.994671980618017,-12.925619267621201,0.06905271299681637,-13.303794982243021,-13.268400983236496,0.035393999006524623,-13.484164586990742,-13.468410048350579,0.015754538640162963,-13.728910890177104,-13.739805438715269,-0.010894548538164628,-13.926508022710017,-13.958917842949946,-0.03240982023992878,0.08852635140078646,0.10428089004094865
sub-22,C4,0.8424383116592414,-12.092707309115282,1.022482421894661,-11.968802662492674,-12.427947218162616,-12.375689326328441,0.052257891834175396,-12.748251734704006,-12.764448637585302,-0.016196902881295827,-12.935145620774524,-12.991285084387336,-0.05613946361281208,-13.188744822080476,-13.299082963416783,-0.1103381413363067,-13.393489385484715,-13.547585096050097,-0.1540957105653824,0.18004411023541966,0.12390464662260747
sub-22,C6,0.9125409000881438,-11.732159919973324,1.0987757452432243,-11.551385726049048,-12.095296453667988,-11.98863255563976,0.10666389802822707,-12.442254762403127,-12.406399446101283,0.03585531630184491,-12.644700820061468,-12.650161471292272,-0.005460651230803748,-12.919403003258207,-12.980925929118529,-0.06152292586032182,-13.141185162962064,-13.24797024218627,-0.10678507922420621,0.1862348451550805,0.1807741939242753
sub-22,T8,0.9823742663660048,-11.472888145562283,1.0998345326908994,-11.288578098444292,-11.863814169639157,-11.726246261921116,0.13756790771804184,-12.237323909279704,-12.144415715272826,0.09290819400687766,-12.455262411928288,-12.388412631135191,0.06684978079309722,-12.750986533072853,-12.71949581574223,0.03149071733062314,-12.989740857850077,-12.98679745444523,0.0029434034048474444,0.11746026632489459,0.18431004711799126
sub-22,CPz,0.9424955750298518,-12.266667756728612,1.0192661381785524,-12.427947194238216,-12.64172445402935,-12.833553970104104,-0.19182951607475474,-13.000071866919143,-13.221090414135565,-0.22101854721642233,-13.209163331758464,-13.44721333241677,-0.23805000065830484,-13.492882770623021,-13.754043013573101,-0.2611602429500799,-13.721945056073745,-14.00176346688803,-0.27981841081428627,0.07677056314870057,-0.16127943750960405
sub-22,CP2,0.9550828864198242,-12.171785791518795,1.0523728144287223,-12.153917308992565,-12.551851483623215,-12.572698555892547,-0.02084707226933169,-12.914984733806401,-12.97282253041003,-0.05783779660362853,-13.126868677938619,-13.206290123421287,-0.07942144548266761,-13.41437727509632,-13.523085907185656,-0.10870863208933557,-13.64649875614547,-13.778852542494917,-0.13235378634944794,0.09728992800889813,0.017868482526230522
sub-22,CP4,0.937065918518058,-11.94109290733426,1.0429035358954832,-11.87756160906613,-12.313988927075608,-12.292574651184477,0.02141427589113043,-12.670271923520986,-12.689098299552722,-0.018826376031736203,-12.878158825852319,-12.920465144961613,-0.04230631910929361,-13.160243775240675,-13.23441039185018,-0.07416661660950474,-13.387986447567734,-13.487875632182256,-0.09988918461452201,0.10583761737742525,0.06353129826813131
sub-22,CP6,0.9116887421416924,-11.775019647342727,1.0220280138415054,-11.702501198770053,-12.137817073296791,-12.109207035461207,0.028610037835584023,-12.484451382000977,-12.497793575667933,-0.013342193666955993,-12.68670838948442,-12.724529212611557,-0.03782082312713797,-12.961154047578233,-13.032190301186734,-0.07103625360850074,-13.182729100477612,-13.280581995373502,-0.09785289489589033,0.11033927169981306,0.07251844857267464
sub-22,TP8,1.041522527833016,-11.413454347343668,0.5545500426605456,-11.437493137982289,-11.827917831101662,-11.658170786767705,0.16974704433395615,-12.223916404679663,-11.869016947078896,0.3548994576007676,-12.454976875176683,-11.992043180642835,0.4629336945338487,-12.768506397214196,-12.1589793775804,0.6095270196337967,-13.02163600004155,-12.29375613784752,0.7278798621940297,-0.4869724851724704,-0.024038790638620355
sub-22,TP10,1.0615709210123574,-11.255823480089424,1.0889332952613486,-11.244154765167568,-11.678265021603064,-11.67748489012714,0.0007801314759241507,-12.081886219646107,-12.091509570459568,-0.009623350813461329,-12.317394401101781,-12.333088060428917,-0.015693659327135734,-12.636959090851139,-12.660889645579806,-0.023930554728666564,-12.894961216036096,-12.92554186880966,-0.0305806527735637,0.02736237424899124,0.011668714921855283
sub-22,P2,0.9271612128251568,-11.884244980204857,1.0276403146586552,-11.82324249120384,-12.253199521276876,-12.232181686930842,0.021017834346034547,-12.605716637271968,-12.622902087000114,-0.01718544972814584,-12.811406193030013,-12.850882805862495,-0.03947661283248216,-13.090509528906582,-13.160233365328324,-0.06972383642174229,-13.315844980889226,-13.409989062154333,-0.09414408126510665,0.1004791018334984,0.0610024890010159
sub-22,P4,0.9205169236575594,-11.702145035824651,0.9524045755625854,-11.727233954865753,-12.068455548407698,-12.106233839924416,-0.037778291516717744,-12.418446430968086,-12.468348766210882,-0.049902335242796525,-12.622661959482212,-12.679638530428338,-0.056976570946126515,-12.899765165019467,-12.966340875680299,-0.06657571066083179,-13.123485801927911,-13.197811425284929,-0.07432562335701753,0.03188765190502596,-0.02508891904110122
sub-22,P6,0.8907020693880137,-11.559430151350764,0.8936024312916101,-11.611231264332613,-11.913876140567233,-11.96683142359015,-0.052955283022917854,-12.252531080364346,-12.306589113588043,-0.054058033223697066,-12.450132220738777,-12.504833695624223,-0.05470147488544619,-12.71826026082455,-12.77383483164126,-0.05557457081670947,-12.934734753729458,-12.9910142228437,-0.05627946911424253,0.002900361903596438,-0.051801112981848974
sub-22,P8,1.1584551885656422,-11.004768145140687,0.9884265270253074,-11.36121348356612,-11.465763812924665,-11.754547944302242,-0.28878413137757697,-11.906221498636462,-12.130358821483226,-0.22413732284676335,-12.16322333370633,-12.349640010591427,-0.18641667688509678,-12.511953094097162,-12.647186043736019,-0.13523294963885668,-12.79350178261667,-12.88741129813402,-0.0939095155173515,-0.1700286615403348,-0.35644533842543247
sub-22,POz,0.9586178979073188,-11.314417316978195,1.075477447817058,-11.289947757817137,-11.695889731584604,-11.717923262728037,-0.02203353114343365,-12.060367032874915,-12.12683187859539,-0.06646484572047484,-12.273035214885514,-12.365425205634194,-0.09238999074868026,-12.561607956535969,-12.689176177087273,-0.12756822055130357,-12.794588579879122,-12.950558117410846,-0.1559695375317247,0.11685954990973912,0.02446955916105864
sub-22,PO4,1.0451379983414646,-11.20901628786613,0.9112007592492984,-11.5173038089157,-11.624918511989607,-11.879907046953333,-0.25498853496372575,-12.022291728098999,-12.226355819076067,-0.20406409097706835,-12.254154286207594,-12.428504568165,-0.17435028195740543,-12.568772173316587,-12.702803328770832,-0.13403115545424527,-12.822780473041396,-12.92425978326025,-0.10147931021885448,-0.13393723909216615,-0.30828752104957147
sub-22,PO8,0.8877073896354271,-11.187734957178009,0.7227670533166062,-11.308441653934311,-11.540989243507763,-11.596059581398984,-0.0550703378912214,-11.878505572397616,-11.87086374020873,0.007641832188886255,-12.075442346813436,-12.031208707250917,0.04423363956251869,-12.342668898466272,-12.248783270176883,0.09388562828938873,-12.558415570247671,-12.424443164469695,0.13397240577797653,-0.16494033631882088,-0.12070669675630263
sub-22,O2,0.9086852732521562,-11.343899883260956,0.5058527868778582,-11.61195288631363,-11.705502108779072,-11.813251948710578,-0.10774983993150578,-12.050994464847324,-12.005582864932686,0.0454115999146385,-12.252585156513113,-12.117805673191487,0.13477948332162626,-12.526126680380132,-12.270082535431943,0.2560441449481896,-12.74697177606131,-12.39302400967726,0.35394776638404934,-0.402832486374298,-0.2680530030526729
sub-23,Fp1,0.8912187290860022,-11.30406964409134,1.0286969788021805,-11.32107755075052,-11.658721232872507,-11.730437235415959,-0.071716002543452,-11.997572612494935,-12.121559391071314,-0.12398677857637885,-12.195288373177343,-12.3497745295527,-0.15448615637535745,-12.463571943329761,-12.659443176621071,-0.19587123329131018,-12.680172004199502,-12.90945568303864,-0.22928367883913836,0.13747824971617828,-0.017007906659179284
sub-23,AF3,0.709288445828257,-11.744410715165804,0.9511362896035124,-11.314177904744394,-12.026664965449676,-11.692673088077505,0.3339918773721706,-12.296344406169734,-12.054305797784627,0.2420386083851067,-12.453699160994061,-12.265314194347907,0.18838496664615434,-12.667216258766253,-12.551634747483106,0.1155815112831462,-12.839600338596087,-12.782797055343067,0.05680328325301964,0.24184784377525537,0.43023281042141015
sub-23,AF7,1.1308589223443006,-10.998767286316504,1.169306782405472,-10.812200459157292,-11.448781295681046,-11.277514410288,0.17126688539304702,-11.878746570746221,-11.722097993968186,0.15664857677803568,-12.129626208660804,-11.981507241562765,0.14811896709803918,-12.470048665150683,-12.333503657200147,0.13654500795053615,-12.744890410976728,-12.617689695911622,0.127200715065106,0.03844786006117129,0.18656682715921136
sub-23,Fz,0.7001048471580396,-11.915821634720546,0.6505976642492941,-12.110851006290588,-12.194421363669951,-12.369749846443959,-0.1753284827740078,-12.460609096936224,-12.617114392222854,-0.15650529528662993,-12.615926481878585,-12.761448670539881,-0.14552218866129607,-12.826679040982903,-12.957298082587844,-0.1306190416049411,-12.996831156912009,-13.115418069386852,-0.11858691247484288,-0.04950718290874545,-0.1950293715700422
sub-23,F1,0.7097606345880068,-11.887413213730866,0.697392601423864,-11.90302718432333,-12.169855366813888,-12.180547602181758,-0.010692235367869785,-12.439714339008612,-12.445704109129611,-0.005989770120999438,-12.597173848318873,-12.600419785747194,-0.003245937428321355,-12.810833089071366,-12.810355877529911,0.0004772115414546363,-12.98333192873598,-12.979848814548227,0.0034831141877536,-0.012368033164142811,-0.015613970592463389
sub-23,F3,0.8629536339060612,-11.557774182417075,0.7391134242403881,-11.726091988890856,-11.90117795897722,-12.020214791342696,-0.11903683236547558,-12.229282631664185,-12.30123402413885,-0.07195139247466464,-12.420727816323136,-12.465205413131244,-0.04447759680810748,-12.680502744996096,-12.687700724025518,-0.007197979029422541,-12.890233312287371,-12.867333408410747,0.022899903876623995,-0.1238402096656731,-0.16831780647378025
sub-23,F5,0.933266767182244,-11.292742688182424,1.0344763982388847,-11.151616265393114,-11.66412687360825,-11.563275812279315,0.10085106132893529,-12.018965390006787,-11.956595368175071,0.06237002183171647,-12.226009455364668,-12.186092663632,0.0399167917326686,-12.506950746242875,-12.497501089308342,0.009449656934533479,-12.733770080242614,-12.748918214548347,-0.015148134305732697,0.10120963105664071,0.1411264227893092
sub-23,F7,0.9285965237137398,-11.273643309752057,0.9038593713508868,-11.244026343752571,-11.643169018451527,-11.603708149826245,0.039460868625281975,-11.996231855781808,-11.947365643740238,0.04886621204157038,-12.202239833465796,-12.147885715103458,0.05435411836233861,-12.481775240972931,-12.419974497742064,0.06180074323086693,-12.707459528113196,-12.639646715642005,0.06781281247119075,-0.02473715236285301,0.0296169659994856
sub-23,FC1,0.6955897735929119,-12.210476356270526,0.59732644867164,-12.455546457735595,-12.487279356806269,-12.693246549900024,-0.20596719309375544,-12.751750408345925,-12.920356780656654,-0.1686063723107285,-12.906066129863438,-13.052872906407234,-0.14680677654379615,-13.115459516392022,-13.232686084660841,-0.11722656826881916,-13.284514297652184,-13.37785913917471,-0.09334484152252642,-0.09826332492127188,-0.24507010146506936
sub-23,FC3,0.8448456170940052,-11.78394959318588,0.904130359701803,-11.67666834817853,-12.120147465378801,-12.036457991358919,0.08368947401988258,-12.441367266508722,-12.380218518090302,0.061148748418419885,-12.628795210279886,-12.580798707880334,0.047996502399552554,-12.883119082730428,-12.852969066141041,0.030150016589386652,-13.088448712950123,-13.072707144521004,0.015741568429119113,0.05928474260779781,0.10728124500734992
sub-23,FC5,0.8628956729792667,-11.539889947123864,0.9879786467240186,-11.311736967388098,-11.883270658712297,-11.704893198633242,0.17837746007905508,-12.211353294003317,-12.080533786688733,0.13081950731458392,-12.402785620103131,-12.299715614112117,0.10307000599101457,-12.662543100798548,-12.597126821851553,0.06541627894699431,-12.872259581379275,-12.837243224295086,0.0350163570841886,0.12508297374475186,0.22815297973576598
sub-23,FT7,0.9513203018820742,-11.25970497151021,0.8089085847692932,-11.428043307623268,-11.638273380691048,-11.749940396861247,-0.11166701617019825,-11.999976053935091,-12.057496534307557,-0.0575204803724656,-12.211025273392284,-12.236951892392561,-0.02592661900027693,-12.497401219742903,-12.48045764015822,0.016943579584683732,-12.728608249587978,-12.677053204166139,0.051555045421839196,-0.142411717112781,-0.1683383361130577
sub-23,Cz,0.7824936258558698,-38.88128717452657,1.0844012977298274,-39.64885190153531,-39.19267269478547,-40.08037856335788,-0.8877058685724108,-39.490185567903545,-40.49268012728142,-1.0024945593778725,-39.66378080038244,-40.733253199265135,-1.069472398882695,-39.899334853180925,-41.05969051721876,-1.1603556640378372,-40.089510577118396,-41.323241292611904,-1.2337307154935075,0.3019076718739576,-0.7675647270087396
sub-23,C1,0.8864849560524587,-12.238982775690948,0.6915133655645074,-12.607098958768608,-12.591750606790095,-12.882279793458178,-0.29052918666808303,-12.928802152689459,-13.145200948839632,-0.2163987961501732,-13.125467731743406,-13.298612324333115,-0.1731445925897095,-13.392326294220062,-13.506778589770585,-0.11445229555052272,-13.607775868128808,-13.674842648777874,-0.0670667806490659,-0.19497159048795132,-0.36811618307766025
sub-23,C3,0.8771736803621598,-11.811114449941886,0.7592850890433654,-12.041641585489767,-12.160176951912087,-12.343791500408233,-0.18361454849614667,-12.493688246119323,-12.632480226926518,-0.1387919808071949,-12.688288130304047,-12.800926674533132,-0.11263854422908537,-12.952343719500025,-13.029494261595582,-0.07715054209555738,-13.16553029913422,-13.214029428033282,-0.048499128899061716,-0.11788859131879437,-0.23052713554788085
