subject,session,condition,channel,aperiodic_exponent,aperiodic_offset,n_peaks
sub-17,ses-2,NS,F8,1.25392205625392,-10.948019557433879,2
sub-17,ses-2,NS,FC2,1.1836877542319513,-11.737848433340815,5
sub-17,ses-2,NS,FC4,1.1762054508222075,-11.413042190259024,4
sub-17,ses-2,NS,FC6,1.106589455859459,-11.113704202864925,4
sub-17,ses-2,NS,FT8,0.8166328831939118,-11.153133219046524,4
sub-17,ses-2,NS,C2,1.2240565231216567,-11.760887160854999,3
sub-17,ses-2,NS,C4,1.2828427010793062,-11.14310087196505,3
sub-17,ses-2,NS,C6,1.0996220867669435,-11.083728850032712,4
sub-17,ses-2,NS,T8,1.1304664817494732,-11.07233504602416,3
sub-17,ses-2,NS,CPz,1.3517526959274007,-11.531984788437212,2
sub-17,ses-2,NS,CP2,1.3653129037817495,-11.337918742725064,2
sub-17,ses-2,NS,CP4,1.3776562008858686,-11.025275390792652,3
sub-17,ses-2,NS,CP6,1.3094182780435004,-10.959474495155005,3
sub-17,ses-2,NS,TP8,1.1601491573772946,-10.955438216933763,3
sub-17,ses-2,NS,TP10,1.0990481129654126,-10.959906812693209,1
sub-17,ses-2,NS,P2,1.336687713573625,-11.119912502720807,1
sub-17,ses-2,NS,P4,1.295541909350826,-11.000242678031057,1
sub-17,ses-2,NS,P6,1.222415401576287,-10.916918074840805,1
sub-17,ses-2,NS,P8,1.112244748684672,-10.933759444821948,2
sub-17,ses-2,NS,POz,1.241693201263467,-11.031464468145499,2
sub-17,ses-2,NS,PO4,1.251636510846356,-10.937318091580675,2
sub-17,ses-2,NS,PO8,1.0944458822841212,-10.956766361882012,2
sub-17,ses-2,NS,O2,1.1437319154051384,-10.970767899783333,2
sub-18,ses-2,NS,Fp1,0.8146366323504579,-11.251871506794505,1
sub-18,ses-2,NS,AF3,0.7287488301243628,-11.489835272417897,4
sub-18,ses-2,NS,AF7,0.7657329030731002,-11.137008085864359,2
sub-18,ses-2,NS,Fz,1.018348737699319,-11.694125854356907,3
sub-18,ses-2,NS,F1,0.9671529417311024,-11.605254698783366,3
sub-18,ses-2,NS,F3,0.7188480297902872,-11.616543748727,4
sub-18,ses-2,NS,F5,0.3970871434674286,-11.536938535809405,2
sub-18,ses-2,NS,F7,0.4253693338336181,-11.395573095677817,1
sub-18,ses-2,NS,FC1,0.7114084627038868,-12.136624461125669,3
sub-18,ses-2,NS,FC3,0.2861176876470764,-12.061766820020535,3
sub-18,ses-2,NS,FC5,0.26420624714824026,-11.682954538634275,2
sub-18,ses-2,NS,FT7,0.5156953150853266,-11.455983762179425,1
sub-18,ses-2,NS,Cz,0.7662712039699338,-39.63594621205228,1
sub-18,ses-2,NS,C1,0.5162749675662947,-12.65378841952456,3
sub-18,ses-2,NS,C3,0.3983754720309341,-12.143100771950925,3
sub-18,ses-2,NS,C5,0.617654774546812,-11.642009573577708,2
sub-18,ses-2,NS,T7,0.4490846051385188,-11.479715344171352,1
sub-18,ses-2,NS,CP1,0.9797458740231413,-11.955410815569241,2
sub-18,ses-2,NS,CP3,0.9174567369846066,-11.695859726220393,2
sub-18,ses-2,NS,CP5,0.8778639166765299,-11.458434893842872,2
sub-18,ses-2,NS,TP7,0.7639210800914046,-11.373028982131629,1
sub-18,ses-2,NS,TP9,0.8203260430118505,-11.064948192723628,1
